Unique,Text,Average Score,Type,source_id
18549$GILD,"$GILD  is expanding its research facilities...keeping up with the pace of innovation 
https://t.co/uOE7FJ4LOP",0.297,twitter,719533730252120064
18807$GILD,"$GILD honestly, it's been disappointing. Thoughts of $DIS stock comparison come to mind",-0.443,twitter,710566851441328128
17162$GILD,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,0.284,twitter,711956003999211521
17819$GG,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
19139$GEVO,$GEVO PASSED! Gevo’s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight https://t.co/5kPmFgdw1N $SPY $QQQ $ALK $AAL $DAL $UAL,0.392,twitter,719864087132442624
18965$GERN,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",0,twitter,711745824884187136
18138$GE,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18003$GDX,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
18230$GBSN,Equities recently tagged #undervalued by the ClosingBell community: $GBSN $AAPL $GPRO $AGN $AMZN https://t.co/KW5Vl5Pl0j,0.158,twitter,719540521576882176
17626$GALE,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
18724$FXE,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",-0.389,twitter,719530996681568256
17819$FLTX,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
17834$FLT,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
18246$FIT,Fed cuts rates forecast. Our calls go 100% in $FB $AAPL $GOOGL $FIT $FDX Get the Mojo!! https://t.co/QJZ7NwlAtl $SPY https://t.co/yIpqLnjI8t,0.449,twitter,710232348738985984
18833$FIT,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-0.351,twitter,708960045799759872
18246$FDX,Fed cuts rates forecast. Our calls go 100% in $FB $AAPL $GOOGL $FIT $FDX Get the Mojo!! https://t.co/QJZ7NwlAtl $SPY https://t.co/yIpqLnjI8t,0.449,twitter,710232348738985984
18034$FCX,"Biggest gainers today large caps:
$BAP 10.17%
$VALE 8.93%
$MT 7.71%
$ABX 7.44%
$NEM 6.91%
$STX 5.27%
$BBD 5.17%
$WMB 5.05%
$FCX 4.61%",0.376,twitter,719720776027353088
18260$FCTY,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
17505$FCBK,Israel wants to tax $GOOG and $FCBK more and $CHKP CEO says taxes may make co leave https://t.co/U7nhwXAFhy + https://t.co/T4obqculvu,-0.278,twitter,719635462382579712
17172$FB,"$FB down 7.5% from this #bearish pattern. 
Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh",-0.39,twitter,719861575759372288
17226$FB,"$FB Support here @ 50sma, BB lower band, 50% retrace of prior move.  Tomorrow Dev. Conf. Good long trade, tight stop https://t.co/KFVOO4uCeV",0.328,twitter,719561385961762816
17252$FB,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",-0.186,twitter,719528734299197440
17295$FB,"$FB is taking the shine off $AAPL and $GOOG. As for $TWTR, no words.",0.435,twitter,719945914270556160
17317$FB,It's a great step for #China to let $FB in. Hope China unlock $GOOG soon. China government has done wonderful job. https://t.co/A5qcJvCj3O,0.417,twitter,711251272322527232
17335$FB,"IN $FB 109.75 
TARGET 110 110.25
STOP 109.55
#learnfromthebest
#intraday #daytrading #stocks #followme",0.2,twitter,709402478882590721
17345$FB,"$FB trending nicely, intraday.",0.404,twitter,719573919603298304
17433$FB,@sherylsandberg how about a stock split? sure it's psychological--would i likely buy more $50 stocks or $100 stocks $FB,0.275,twitter,719880627412148224
17454$FB,A bot store should be an awesome addition to the Facebook platform but I don't think it will move $FB in the short term #chatbots,-0.042,twitter,719547428924481536
17509$FB,"@GerberKawasaki one big seller in $fb ??, not done selling yet ??, probably doesn't matter",-0.262,twitter,719527783672717312
17552$FB,"Facebook has now been down 10 minutes and lost more than $220,000 in advertising revenue. $FB",-0.258,twitter,719623634512257024
17562$FB,$FB & $TSLA cracking lower early. $short #correction #stocks,-0.511,twitter,719519136318169088
17581$FB,round 2 short $fb @ 112.50?,-0.438,twitter,719907082791698432
17635$FB,"Baird said Q1 trends for Facebook appear incrementally positive, citing positive spending trends for both Search and Search channels $FB",0.436,twitter,709350930274193408
17716$FB,$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w,0.087,twitter,719536774821867520
17777$FB,"$FB TO $107 TOMORROW!?!
Show me the $$$",0.359,twitter,719610624699838464
17780$FB,$FB slight green... May be runner later,0.328,twitter,709758232668020736
17817$FB,"$FB & $IBB down on a big $QQQ up day, uncanny!",-0.284,twitter,719540388055220224
17820$FB,"Long $TQQQ at 104.15 with stop/loss below 1.5% of buying point. 
#STUDY #QQQ $TSLA $NFLX $SPY $AAPL $FB $AMZN #GOOGL $MSFT",0.361,twitter,719535349379284992
17831$FB,"$FB trend, hits mid 110's and drops",-0.343,twitter,719559682973638656
17836$FB,Facebook stock down in early morning trading because this sponsored post showed up in my feed. $FB #WTF https://t.co/ZR2qeYqaMk,-0.346,twitter,719548548396687360
17840$FB,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,-0.536,twitter,719534374417346560
17878$FB,$FB slipping,-0.432,twitter,710884563254435840
17893$FB,Bought $FB $111 calls for $0.62.,0.579,twitter,710555274822549504
17962$FB,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,0.488,twitter,709389876295110656
18133$FB,"Our updated #core4 portfolio: $TSLA, $ULTA, $FB, & $NFLX",0.452,twitter,719532032305573888
18138$FB,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18143$FB,$FB watching for bounce tomorrow,0.366,twitter,719659409228451840
18151$FB,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",-0.334,twitter,719522607528288256
18186$FB,$FB  rejecting HIGHS shortable...at 109,-0.387,twitter,709743370256719872
18189$FB,my $FB news feed has lot of junk in it. original posts like pics etc by users down 20% in 2015. Ship sinking?,-0.411,twitter,719524411489976320
18206$FB,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,-0.393,twitter,719525586863988736
18207$FB,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,0.471,twitter,709418142645137408
18241$FB,"$FB Facebook is succeeding where Google should have dominated
https://t.co/tYn8xvAELf",0.531,twitter,719736621025726464
18246$FB,Fed cuts rates forecast. Our calls go 100% in $FB $AAPL $GOOGL $FIT $FDX Get the Mojo!! https://t.co/QJZ7NwlAtl $SPY https://t.co/yIpqLnjI8t,0.449,twitter,710232348738985984
18251$FB,So people thk $TWTR is a failure 'cos it has jst 20% of the users $FB has...bt they're forgetting the potential relative value of its users,0.107,twitter,711720585143967744
18264$FB,VR headsets to generate $895M in revenue in 2016 https://t.co/vQNesCwvme #VirtualReality $FB,0.236,twitter,719875775097348096
18272$FB,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,0.334,twitter,709413002697707520
18283$FB,"Instagram, WhatsApp And Oculus Rift Keep Facebooks Long-Term Potential Robust $FB https://t.co/y966N4u4TP via @benzinga",0.249,twitter,719500274134577152
18361$FB,I see a 20 percent upside in $FB shares from here,0.589,twitter,708681087522885632
18383$FB,$FB popping up to HOD,0.446,twitter,719881985909350400
18385$FB,$FB 21% decline in original posts https://t.co/6Sna2CzQH4,-0.285,twitter,719525463878557696
18428$FB,Long on $FB ahead of #F8DeveloperConference,0.521,twitter,719726286227132416
18495$FB,$FB has returned to my short watchlist.  Still too early for an entry IMO. https://t.co/PIEyswtHcQ,-0.387,twitter,711188521487372288
18517$FB,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,-0.619,twitter,719913433328553984
18581$FB,$FB gettin in the buy zone soon ;),0.361,twitter,719734409340055552
18604$FB,Why is $FB falling?,-0.304,twitter,719528324616159232
18668$FB,I get how wealthy #zuckerberg & $FB are but how has #FB added any productivity like #Gates #Jobs #Ford #Ellison. FB's a glorified scrapbook,-0.27,twitter,719683753916899328
18708$FB,$fb small flong 109.25 via calls,0.352,twitter,719533870702440448
18712$FB,Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,0.324,twitter,719571578892206080
18734$FB,"$FB 's mission ""connect the world"" just *happens* to be the most valuable business model that can exist.",0.374,twitter,719942089996238848
18747$FB,$FB gone green on day,0.476,twitter,709758795648409601
18784$FB,$FB still a dog going much lower this week,-0.554,twitter,719523139730993152
18804$FB,$ACLZ has upside of more than +373pct! [Read Now] $FB $TWTR $GOOG $AAPL https://t.co/EZzIXiEm00,0,twitter,719880385103060992
18820$FB,@h3bk11 Sounds like $FB is getting the $AAPL treatment - analysts conjuring up metrics to bring it down and boost their short positions.,-0.128,twitter,719691311943536640
18827$FB,Locked in some $FB puts for nice gain,-0.524,twitter,719521169360027648
18833$FB,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-0.527,twitter,708960045799759872
18895$FB,"Why $TWTR is doomed in 1 chart $FB $GOOG
https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP",-0.027,twitter,719522846431670272
18898$FB,$FB $112 Calls .55 entry,0.509,twitter,709408054777749505
18916$FB,@CNBCopinion $FB is going to TANK so SELL your Facebook STOCK NOW! @GuyAdami,-0.699,twitter,719618512105316352
18934$FB,$FB and $IBB still weak with $USO and $SPY gaining,-0.373,twitter,719524511708770304
18946$FB,Reminder: buy more $fb stock. 🚀 https://t.co/JoI7jfOKDw,0.408,twitter,719637408531288064
18957$FB,@Gr8WklyOptions $FB looking good for a $1 move more,0.24,twitter,709818755770089473
18971$FB,$TWTR ok will make a play for ER. It's a gamble. Will be adding on dips. $AAPL $FB,0.154,twitter,719524924046581760
18986$FB,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,0.46,twitter,719891468173844480
19013$FB,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",0.371,twitter,710143603524427777
19035$FB,Bought more - Bought $FB at $110.05 on 4/8/2016: https://t.co/EKZNVPjR0y,0.506,twitter,719534328061911040
19054$FB,Facebook is suddenly realizing SnR is a problem in newsfeeds.  Took ya long enough. $FB #facebook,-0.147,twitter,719648664193527808
19058$FB,"Indices are rallying today, but it seems like a lot of the ""highly covered companies"" are underperforming $AAPL $FB $AMZN $MCD $SPY",-0.182,twitter,710532693939916800
19130$FB,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,0.456,twitter,719889125931884544
19167$FB,Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,-0.39,twitter,719600501881511936
18652$FB,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,0.318,twitter,719619360973844480
17337$FAST,Morning Movers: Starbucks Slips on Downgrade; ArcelorMittal Gains https://t.co/rt3l3cSQCj @barronsonline $SBUX $MT $MRO $AVP $FAST,-0.093,twitter,719872154641244160
17477$FAST,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",-0.374,twitter,719877375102570496
17638$FAST,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",-0.625,twitter,719635481772834816
18211$FAST,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",-0.1,twitter,719878510077038592
17834$F,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
18523$F,"#Tesla: Great Company, Bad #Stock $TSLA https://t.co/94MMbk4KiO #ev #cleantech #lithium $lit #metals @kirillklip @ILCtsxv $gm $f @elonmusk",-0.046,twitter,719574528637202432
18833$F,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-0.566,twitter,708960045799759872
17563$EXPE,"$EXPE 116.39 (long setup)
reit. Buy, PT $142 -Deutsche Bank
---
- right at 100sma & diag.
- Investor Day, Tues 3/16 https://t.co/TWpvEM4Crc",0.477,twitter,709498575219089409
17660$EXPE,"I already have $CTRP and $trip
adding $expe and $pcln to the mix soon.",0.542,twitter,709398139195641856
18077$EXPE,$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,0.536,twitter,708394783098580992
19103$EWBC,"Breaking 52 week highs timing looks great now
$AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU",0.419,twitter,719939196627116032
18003$EW,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
17834$ETFC,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
17962$ETE,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,0.488,twitter,709389876295110656
19061$ESRX,Express Scripts loses 03.54% to $67.59 on Thursday : Among top 10 losers on S&P500 $ESRX #stocks #pharma,-0.336,twitter,710883994372444160
17287$ENDP,Top holdings:  $AGN $ENDP $LH $PCRX $NBIX https://t.co/f0WGRAxPpU,0.311,twitter,719560724004126720
17365$ENDP,$ENDP with so many products on the market - good cash flow not sure why so low??,0.252,twitter,7.19893E+17
17452$ENDP,"POWER PLAY LONG 0 371 $ENDP Price : 26.92 (P :2,C:-5%,G:1%) 11/04/2016 09:43:28",0.484,twitter,719521194320523264
17558$ENDP,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",0.422,twitter,719578962985381888
17671$ENDP,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,-0.602,twitter,719562138910482432
17732$ENDP,"took some $ENDP long this am, using VWAP as guide",0.613,twitter,719885850658508800
17811$ENDP,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
17964$ENDP,$ENDP down 12% since I alerted it a short sell on 3-25  https://t.co/RdMY6WeyM5,-0.391,twitter,719651371025235968
18078$ENDP,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",0.469,twitter,709818213618442240
18096$ENDP,$ENDP Was looking for a long entry but today's price action wasn't appealing,0.034,twitter,719631931214839808
18160$ENDP,"@MookTrader not all time low , been lower $5 to be exact in 2000 $ENDP",-0.268,twitter,719548872666849280
18219$ENDP,Long $ENDP @ $26.23 on $AGN b/o rumor,0.57,twitter,719557551491321856
18351$ENDP,Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,0.472,twitter,719558876123766784
18441$ENDP,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,-0.317,twitter,719652260322476032
18555$ENDP,$ENDP back at highs. $SU energy play. $UNT trying to break out of 5 day range. $SDRL 3.69 long #stocks #investing #tradeideas,0.574,twitter,710115038011465728
18561$ENDP,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",0.613,twitter,719568826485104640
18250$EMC,"$STX move off the bottom but still in bear market
#datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN",-0.421,twitter,719606796642594816
17215$EMAV,$BIIB And $EMAV Are Easy Money Makers  #wealth #bullish  https://t.co/rlHuHg5yZx https://t.co/LBvJaiEVVY,0.209,twitter,708350623813672964
17953$EMAV,$BIIB And $EMAV Are Easy Money Makers  #wealth #bullish  https://t.co/nI71QGEz4L,0.504,twitter,708373369956257792
18789$EL,"LVMH affordable #luxe doing just fine helped by duty-free & confident mainstream shoppers. Booze strong, beauty flying at +9%. $EL $ULTA",0.45,twitter,719577031227404288
17626$EGO,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
17626$EEV,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
18460$EDU,"Going back in, but slowly; TC2000 alert example: $EDU- GLB; $TSE, $ISRG https://t.co/9yYNq3mvLe https://t.co/MKkfo2Fwfn",0.119,twitter,710793306100228096
19028$EDIT,"Another one to add, already happily holding on to $edit
https://t.co/H4vQYwEqNO",0.448,twitter,719629586808573952
18502$EBS,Worst #sentiment for #SP1500 #stocks at market close: $RAI $EBS $ISRG $BIG $XEC (2016/03/16) #stocktrading #predictiveanalytics #bigdata,-0.479,twitter,710193993833975809
17834$EBAY,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
18341$EBAY,"@Stephanie_Link $EBAY is also increasing fees again, could be good. but also can backfire  It is cheap.",0.183,twitter,719568993468571648
18923$EBAY,Anyone else see an issue with this. No wonder $ebay stock sucks  https://t.co/Q7AYiSkSes,-0.454,twitter,719611920110776320
19099$EBAY,$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,-0.441,twitter,710866098669772800
17612$EA,Electronic Arts attracts more investors even as stock fizzles $EA https://t.co/KCQjBHQ93S,0.257,twitter,719907753188134912
18267$EA,Landed in $EA,0.422,twitter,719717064785551360
17834$DY,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
18602$DVN,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
18510$DUST,"@immigrationca B U L L I S H   B U Y A L E R T
Yahoo Finance! EECZ (Ecosciences Inc)
Sold all: $POZN $DUST $AAPL",-0.573,twitter,719915914120921088
18128$DORM,"TOP 5 STOCK PICKS FOR TUESDAY 04/12/16 1) $CNSL 2) $PSXP 3) $DORM 4) $OGS 5) $ROST
#wallsteet #stockmarket #finance #cnbc #cnn #foxnews",0.414,twitter,719732320404709376
17225$DLTR,"$DLTR closed 6 day swing trade Fri. for 3.7% gain, short-term forecast is now bearish https://t.co/wELjrhekiI https://t.co/N8Jzs0DyER",-0.343,twitter,711693696987635712
